"Envelope","Name","PostDate","FullType","FundCode","Description","Amount","Reference","GiftDescription","Value","SName","IndvID"
"REDACTED","34062eb6dc291f292d18d149b481e109","01/20/2015","Check","1","General Pledge","$50.00","1648","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","02/01/2015","Check","1","General Pledge","$100.00","1654","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","02/09/2015","Check","1","General Pledge","$50.00","1656","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","02/22/2015","Check","1","General Pledge","$100.00","1659","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","03/09/2015","Check","1","General Pledge","$100.00","1669","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","03/16/2015","Check","1","General Pledge","$50.00","1674","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","03/29/2015","Check","1","General Pledge","$100.00","1684","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","04/05/2015","Check","1","General Pledge","$50.00","1687","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","04/12/2015","Check","1","General Pledge","$50.00","1695","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","04/19/2015","Check","1","General Pledge","$50.00","1696","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","04/27/2015","Check","1","General Pledge","$50.00","1697","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","05/03/2015","Check","1","General Pledge","$50.00","1705","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","05/10/2015","Check","1","General Pledge","$50.00","1707","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","05/24/2015","Check","1","General Pledge","$100.00","1709","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","05/31/2015","Check","1","General Pledge","$50.00","1715","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","06/07/2015","Check","1","General Pledge","$50.00","1722","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","06/14/2015","Check","1","General Pledge","$50.00","1724","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","06/21/2015","Check","1","General Pledge","$50.00","1726","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","07/05/2015","Check","1","General Pledge","$100.00","1733","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","07/13/2015","Check","1","General Pledge","$50.00","1739","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","07/19/2015","Check","1","General Pledge","$50.00","1745","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","08/02/2015","Check","1","General Pledge","$100.00","1757","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","08/09/2015","Check","1","General Pledge","$50.00","1758","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","08/16/2015","Check","1","General Pledge","$50.00","1761","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","08/24/2015","Check","1","General Pledge","$50.00","1769","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","09/06/2015","Check","1","General Pledge","$100.00","1774","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","09/13/2015","Check","1","General Pledge","$50.00","1776","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","09/28/2015","Check","1","General Pledge","$100.00","1790","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","10/11/2015","Check","1","General Pledge","$100.00","1799","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","10/18/2015","Check","1","General Pledge","$50.00","1800","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","11/01/2015","Check","1","General Pledge","$100.00","1812","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","11/15/2015","Check","1","General Pledge","$100.00","1816","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","11/22/2015","Check","1","General Pledge","$50.00","1824","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","11/29/2015","Check","1","General Pledge","$50.00","1825","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","12/13/2015","Check","1","General Pledge","$100.00","1844","","$0.00","REDACTED","REDACTED"
"REDACTED","34062eb6dc291f292d18d149b481e109","12/29/2015","Check","1","General Pledge","$100.00","1852","","$0.00","REDACTED","REDACTED"
"REDACTED","17c01b389b9f7741449d52032bd121d6","06/19/2015","Check","1","General Pledge","$600.00","184","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","01/04/2015","Check","1","General Pledge","$72.00","8854","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","01/11/2015","Check","1","General Pledge","$72.00","8857","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","01/20/2015","Check","1","General Pledge","$72.00","8859","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","01/25/2015","Check","1","General Pledge","$72.00","8863","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","02/09/2015","Check","1","General Pledge","$144.00","8867","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","02/15/2015","Check","1","General Pledge","$72.00","8868","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","02/27/2015","Check","17","Rector Disc Fund","$100.00","8872","Lamar moving support","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","03/01/2015","Check","1","General Pledge","$144.00","8874","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","03/16/2015","Check","1","General Pledge","$72.00","8879","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","03/16/2015","Check","1","General Pledge","$72.00","8882","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","03/29/2015","Check","1","General Pledge","$144.00","8889","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","04/12/2015","Check","1","General Pledge","$144.00","8893","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","04/19/2015","Check","1","General Pledge","$72.00","8898","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","04/27/2015","Check","1","General Pledge","$72.00","8904","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","05/03/2015","Check","1","General Pledge","$72.00","8906","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","05/17/2015","Check","1","General Pledge","$144.00","8909","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","05/24/2015","Check","1","General Pledge","$72.00","8916","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","05/31/2015","Check","1","General Pledge","$72.00","8918","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","06/07/2015","Check","1","General Pledge","$72.00","8921","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","06/14/2015","Check","1","General Pledge","$72.00","8923","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","06/21/2015","Check","1","General Pledge","$72.00","8929","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","07/13/2015","Check","1","General Pledge","$144.00","8936","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","07/19/2015","Check","1","General Pledge","$72.00","8938","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","07/27/2015","Check","1","General Pledge","$72.00","8942","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","08/02/2015","Check","1","General Pledge","$72.00","8944","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","08/09/2015","Check","1","General Pledge","$72.00","8947","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","08/24/2015","Check","28","Soup Kitchen","$144.00","8950","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","08/30/2015","Check","1","General Pledge","$72.00","8951","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","09/06/2015","Check","1","General Pledge","$72.00","8957","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","09/13/2015","Check","1","General Pledge","$72.00","8959","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","09/20/2015","Check","1","General Pledge","$72.00","8963","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","09/28/2015","Check","1","General Pledge","$72.00","8965","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","10/25/2015","Check","1","General Pledge","$344.00","8967","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","11/01/2015","Check","1","General Pledge","$86.00","8976","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","11/08/2015","Check","1","General Pledge","$86.00","8978","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","11/15/2015","Check","1","General Pledge","$86.00","8980","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","11/29/2015","Check","1","General Pledge","$172.00","8989","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","12/06/2015","Check","1","General Pledge","$86.00","8991","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","12/13/2015","Check","1","General Pledge","$3.20","8999","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","12/13/2015","Check","1","General Pledge","$254.80","8999","","$0.00","REDACTED","REDACTED"
"REDACTED","4d242da36e6f78d397fcfca038c10e38","12/14/2015","Check","1","General Pledge","$4,000.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","69928f733c5e3f784eeb731305863cb8","01/25/2015","Check","28","Soup Kitchen","$250.00","4964","","$0.00","REDACTED","REDACTED"
"REDACTED","69928f733c5e3f784eeb731305863cb8","01/25/2015","Check","108","Restoration & Repair Fund","$500.00","4963","","$0.00","REDACTED","REDACTED"
"REDACTED","69928f733c5e3f784eeb731305863cb8","12/31/2015","Check","1","General Pledge","$400.00","5079","","$0.00","REDACTED","REDACTED"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","01/11/2015","Check","1","General Pledge","$200.00","5713","","$0.00","REDACTED","REDACTED"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","03/29/2015","Check","17","Rector Disc Fund","$30.00","5730","Seder Supper","$0.00","REDACTED","REDACTED"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","03/29/2015","Check","100","Youth Missions","$30.00","5731","","$0.00","REDACTED","REDACTED"
"REDACTED","89d0fcd15f15a405784a9a991c890a51","12/23/2015","Check","1","General Pledge","$400.00","5783","","$0.00","REDACTED","REDACTED"
"REDACTED","4e36cb3cda0f652221ffbbed6aef6aff","03/29/2015","Check","100","Youth Missions","$100.00","2718","","$0.00","REDACTED","REDACTED"
"REDACTED","4e36cb3cda0f652221ffbbed6aef6aff","06/07/2015","Check","77","Pass Through","$12,000.00","665","SM flooring","$0.00","REDACTED","REDACTED"
"REDACTED","4e36cb3cda0f652221ffbbed6aef6aff","10/04/2015","Check","33","Harris Scholarship","$5,000.00","666","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","01/11/2015","Check","1","General Pledge","$125.00","1157","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","02/15/2015","Check","1","General Pledge","$150.00","1169","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","03/09/2015","Check","1","General Pledge","$125.00","1161","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","04/05/2015","Check","1","General Pledge","$125.00","1164","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","05/03/2015","Check","1","General Pledge","$125.00","1174","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","06/14/2015","Check","1","General Pledge","$135.00","1177","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","07/19/2015","Check","1","General Pledge","$125.00","1180","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","08/09/2015","Check","1","General Pledge","$125.00","1182","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","10/04/2015","Check","1","General Pledge","$175.00","1183","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","11/01/2015","Check","1","General Pledge","$200.00","1189","","$0.00","REDACTED","REDACTED"
"REDACTED","c67ff94d297ebbb313525e2777aa3410","12/13/2015","Check","1","General Pledge","$150.00","1198","","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","01/06/2015","Check","1","General Pledge","$85.00","","draft 010515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","02/05/2015","Check","1","General Pledge","$85.00","","draft 020515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","03/05/2015","Check","1","General Pledge","$85.00","","draft 030515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","04/02/2015","Check","13","Easter Memorials","$25.00","6077","","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","04/08/2015","Check","1","General Pledge","$85.00","","draft 040515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","05/08/2015","Check","1","General Pledge","$85.00","","draft 050515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","06/05/2015","Check","1","General Pledge","$85.00","","draft 060515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","06/07/2015","Check","77","Pass Through","$500.00","6102","SM flooring","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","07/07/2015","Check","1","General Pledge","$85.00","","draft 070515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","08/05/2015","Check","1","General Pledge","$85.00","","draft 080515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","09/08/2015","Check","1","General Pledge","$85.00","","draft 090515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","10/05/2015","Check","1","General Pledge","$85.00","","draft 100515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","11/06/2015","Check","1","General Pledge","$85.00","","draft 110515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","12/07/2015","Check","1","General Pledge","$85.00","","draft 120515","$0.00","REDACTED","REDACTED"
"REDACTED","3f73c1ed58c6999a3a823dc361fc3645","12/17/2015","Check","14","Christmas Memorials","$25.00","6180","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","01/11/2015","Check","1","General Pledge","$80.00","1182","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","01/20/2015","Check","1","General Pledge","$20.00","1183","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","01/25/2015","Check","1","General Pledge","$20.00","1185","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","02/01/2015","Check","1","General Pledge","$20.00","1188","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","02/15/2015","Check","1","General Pledge","$20.00","1190","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","02/22/2015","Check","1","General Pledge","$20.00","1575","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","03/01/2015","Check","1","General Pledge","$20.00","1192","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","03/09/2015","Check","1","General Pledge","$20.00","1193","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","03/16/2015","Check","1","General Pledge","$20.00","1194","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","03/29/2015","Check","1","General Pledge","$40.00","1195","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","04/12/2015","Check","1","General Pledge","$40.00","1584","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","04/19/2015","Check","1","General Pledge","$20.00","1196","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","05/10/2015","Check","1","General Pledge","$60.00","1197","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","05/31/2015","Check","1","General Pledge","$60.00","1199","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","06/07/2015","Check","1","General Pledge","$20.00","1200","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","06/28/2015","Check","1","General Pledge","$60.00","1202","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","07/19/2015","Check","1","General Pledge","$60.00","1203","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","07/27/2015","Check","1","General Pledge","$20.00","1204","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","08/16/2015","Check","1","General Pledge","$60.00","1205","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","08/30/2015","Check","1","General Pledge","$40.00","1207","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","09/06/2015","Check","1","General Pledge","$20.00","1208","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","09/13/2015","Check","1","General Pledge","$20.00","1209","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","09/28/2015","Check","1","General Pledge","$40.00","1211","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","10/04/2015","Check","1","General Pledge","$20.00","1210","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","10/12/2015","Cash","1","General Pledge","$20.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","10/25/2015","Check","1","General Pledge","$40.00","1212","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","11/01/2015","Check","1","General Pledge","$20.00","1213","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","11/22/2015","Check","1","General Pledge","$60.00","1214","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","12/06/2015","Check","1","General Pledge","$40.00","1216","","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","12/13/2015","Check","28","Soup Kitchen","$1,000.00","1654","in honor of clients","$0.00","REDACTED","REDACTED"
"REDACTED","ca3109a37e17f760aa99a1c4fa1ab3e2","12/20/2015","Check","1","General Pledge","$40.00","1655","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","01/04/2015","Check","1","General Pledge","$100.00","1056","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","02/01/2015","Check","1","General Pledge","$100.00","1058","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","02/15/2015","Check","1","General Pledge","$100.00","1060","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","03/01/2015","Check","1","General Pledge","$100.00","1062","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","03/16/2015","Check","1","General Pledge","$100.00","1064","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","04/05/2015","Check","1","General Pledge","$100.00","1066","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","04/05/2015","Check","82","Good Friday Offering","$50.00","1067","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","04/19/2015","Check","1","General Pledge","$50.00","1068","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","05/03/2015","Check","1","General Pledge","$100.00","1070","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","05/24/2015","Check","1","General Pledge","$100.00","1073","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","05/31/2015","Check","77","Pass Through","$100.00","1074","SM flooring","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","07/05/2015","Check","1","General Pledge","$100.00","1080","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","08/09/2015","Check","1","General Pledge","$100.00","1083","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","08/24/2015","Check","1","General Pledge","$100.00","1084","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","09/13/2015","Check","1","General Pledge","$100.00","1087","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","10/18/2015","Check","1","General Pledge","$150.00","1093","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","11/08/2015","Check","1","General Pledge","$100.00","1095","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","12/06/2015","Check","1","General Pledge","$100.00","1098","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","12/06/2015","Check","99","WRC meals","$25.00","1099","","$0.00","REDACTED","REDACTED"
"REDACTED","d733668f86ec8cf1db3040dc1bea43bb","12/20/2015","Check","11","Christmas Offering","$100.00","1103","","$0.00","REDACTED","REDACTED"
"REDACTED","97176303a026c05385e2b640c49d15ae","07/13/2015","Check","1","General Pledge","$15.00","7238","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","01/04/2015","Check","1","General Pledge","$100.00","4134","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","01/11/2015","Check","1","General Pledge","$100.00","4136","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","01/20/2015","Check","1","General Pledge","$100.00","4140","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","01/25/2015","Check","1","General Pledge","$100.00","4143","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","02/09/2015","Check","1","General Pledge","$100.00","4149","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","02/15/2015","Check","1","General Pledge","$100.00","4153","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","02/22/2015","Check","1","General Pledge","$100.00","4156","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","03/09/2015","Check","1","General Pledge","$100.00","4160","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","03/16/2015","Check","1","General Pledge","$100.00","4166","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","03/22/2015","Check","1","General Pledge","$100.00","4168","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","04/05/2015","Check","1","General Pledge","$100.00","4176","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","04/05/2015","Check","1","General Pledge","$100.00","4173","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","04/12/2015","Check","1","General Pledge","$100.00","4179","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","04/27/2015","Check","1","General Pledge","$100.00","4183","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","05/03/2015","Check","1","General Pledge","$100.00","4187","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","05/10/2015","Check","1","General Pledge","$100.00","4190","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","05/24/2015","Check","1","General Pledge","$100.00","4197","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","05/31/2015","Check","1","General Pledge","$100.00","4198","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","06/07/2015","Check","1","General Pledge","$100.00","4204","","$0.00","REDACTED","REDACTED"
"REDACTED","7f019c33e07f852d8c71dcecbd7e9819","06/14/2015","Check","1","General Pledge","$100.00","4207","","$0.00","REDACTED","REDACTED"
