"Envelope","Name","FundCode","Description","NonPledgePTD","Pledge","CPledgePTD","OPledgePTD","PrePay","Balance","SName","Year"
"REDACTED","f5e414073b569b4f2700863eff81b4f6","1","General Pledge","$2,800.00","$0.00","$0.00","$400.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","7e91dc77c4f9b7f00cfd602063685927","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","8dbb8ad2459447d1c4721f5fc9717eaf","1","General Pledge","$125.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","774f9be6d00cedd5aff90a458958ce1c","1","General Pledge","$0.00","$1,050.00","$962.50","$0.00","$0.00","$87.50","REDACTED","2016"
"REDACTED","774f9be6d00cedd5aff90a458958ce1c","13","Easter Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","774f9be6d00cedd5aff90a458958ce1c","48","Music","$0.00","$1,050.00","$987.50","$0.00","$0.00","$62.50","REDACTED","2016"
"REDACTED","96f38e9d75691f75af3cb0905369eb73","1","General Pledge","$0.00","$3,000.00","$2,500.00","$0.00","$0.00","$500.00","REDACTED","2016"
"REDACTED","96f38e9d75691f75af3cb0905369eb73","14","Christmas Memorials","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","96f38e9d75691f75af3cb0905369eb73","23","Altar supplies","$120.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","96f38e9d75691f75af3cb0905369eb73","48","Music","$1,100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","96f38e9d75691f75af3cb0905369eb73","94","Choral Scholars","$1,082.50","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","1","General Pledge","$0.00","$2,860.00","$2,860.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","5","Memorial Fund","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","7","York Place","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","9","United Thank Offerin","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","10","Easter Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","11","Christmas Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","23","Altar supplies","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","29","Outreach General","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","33","Harris Scholarship","$35.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","82","Good Friday Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","34fbfac7ec1b0a82cf0cb6fbffb8d788","119","Bricks","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","a91a3139adc6d28694c5c33c82b6ef19","1","General Pledge","$0.00","$500.00","$500.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f5935d4ce74d94a7c194ee091d7e0a46","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","3f0a06ac2d115327a67691c986e91ea3","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0352a2d8ea795c6082a7d50fec55d90c","1","General Pledge","$325.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0352a2d8ea795c6082a7d50fec55d90c","48","Music","$5.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","009eeed11b21f300edb33c3c613ab3d5","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","13ed2b42c2a486f74c371a7a47623cbb","1","General Pledge","$1,550.00","$1,800.00","$0.00","$500.00","$1,800.00","$0.00","REDACTED","2016"
"REDACTED","13ed2b42c2a486f74c371a7a47623cbb","5","Memorial Fund","$125.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","13ed2b42c2a486f74c371a7a47623cbb","6","Mead Hall","$640.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","13ed2b42c2a486f74c371a7a47623cbb","29","Outreach General","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","13ed2b42c2a486f74c371a7a47623cbb","48","Music","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b86fc5720921ca64d81204e5be63cfc8","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ad3e171b8abb0a2f54f962714873cc81","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","3c478bddc900e02ab9d25421053b9720","5","Memorial Fund","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","3c478bddc900e02ab9d25421053b9720","131","Planned Giving Endowment","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","cf9f05be4a32cdf56cfe9160562ac905","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","940ee5957ca646457df1a3d5f5bf01af","1","General Pledge","$4,950.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","75c852903c04dba750fc8d94e806dd1b","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","db486ca32d61a9225491568a1cdd989c","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","9d1feefd2213add078225bb07f2d41ea","14","Christmas Memorials","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","08ac7a44d0a3275bf2b6caa26d7b4ebf","1","General Pledge","$2,745.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","08ac7a44d0a3275bf2b6caa26d7b4ebf","9","United Thank Offerin","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","08ac7a44d0a3275bf2b6caa26d7b4ebf","29","Outreach General","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09c331dc1e5539c219435039a951cb35","1","General Pledge","$4,275.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09c331dc1e5539c219435039a951cb35","10","Easter Offering","$225.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09c331dc1e5539c219435039a951cb35","11","Christmas Offering","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09c331dc1e5539c219435039a951cb35","48","Music","$265.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09c331dc1e5539c219435039a951cb35","94","Choral Scholars","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","caf0ca4d5cf77a8fcaf75b58f2299a99","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b74afc861d0a24526a05cd360cb8d707","1","General Pledge","$865.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b74afc861d0a24526a05cd360cb8d707","10","Easter Offering","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b74afc861d0a24526a05cd360cb8d707","28","Soup Kitchen","$180.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b74afc861d0a24526a05cd360cb8d707","29","Outreach General","$10.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b74afc861d0a24526a05cd360cb8d707","108","Restoration & Repair Fund","$240.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","a82589cb297d03248ab8e746013d9634","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","1","General Pledge","$1,760.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","7","York Place","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","9","United Thank Offerin","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","10","Easter Offering","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","11","Christmas Offering","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","29","Outreach General","$80.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","77","Pass Through","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6600ea51695c61f6e06aeecf1f494d3f","82","Good Friday Offering","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","1","General Pledge","$75.00","$4,800.00","$4,800.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","23","Altar supplies","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","28","Soup Kitchen","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","33","Harris Scholarship","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","48","Music","$80.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","94","Choral Scholars","$0.00","$300.00","$275.00","$0.00","$0.00","$25.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","108","Restoration & Repair Fund","$0.00","$600.00","$550.00","$0.00","$0.00","$50.00","REDACTED","2016"
"REDACTED","2cc141e52f22631af0bbf96a1df2dbc2","119","Bricks","$300.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","066222f40c9e4c81173ca1eea4e53489","1","General Pledge","$0.00","$10,200.00","$10,200.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","066222f40c9e4c81173ca1eea4e53489","5","Memorial Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","9ae34cc39c5e5353cd87db6768196316","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","d4eddd0fabaabcccbf6c25bfb13922bd","1","General Pledge","$0.00","$4,800.00","$4,800.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","87aac4514685c465a4d4b8a65ef31c47","1","General Pledge","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f9ec759b2402c485774ff23774be5055","1","General Pledge","$125.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f9ec759b2402c485774ff23774be5055","14","Christmas Memorials","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","56b044b59cc774804a396c15f95acfc3","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","8883c763e9dec3f1955a645b7b58d5c9","1","General Pledge","$1,725.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","25426de66ed0f3c4837030bf477ba281","1","General Pledge","$625.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","25426de66ed0f3c4837030bf477ba281","7","York Place","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","25426de66ed0f3c4837030bf477ba281","11","Christmas Offering","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2aa2524af899d71707e06bf0c3006ceb","1","General Pledge","$400.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","2b7e4751b940e9c2de7cdeb130b16d46","1","General Pledge","$350.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5284a708c4a54e8895db56d70a0a3447","1","General Pledge","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5284a708c4a54e8895db56d70a0a3447","5","Memorial Fund","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5284a708c4a54e8895db56d70a0a3447","63","Reception Fund","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ae4f1c35488c28d561c911aa4cd169e1","1","General Pledge","$5.00","$3,380.00","$3,380.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ae4f1c35488c28d561c911aa4cd169e1","5","Memorial Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ae4f1c35488c28d561c911aa4cd169e1","10","Easter Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ae4f1c35488c28d561c911aa4cd169e1","11","Christmas Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ae4f1c35488c28d561c911aa4cd169e1","82","Good Friday Offering","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","3403c2c700630d2b974c498cd305b85c","1","General Pledge","$1,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","4a20370ade9cb512138b2c4997cc1aff","1","General Pledge","$1,040.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","4a20370ade9cb512138b2c4997cc1aff","94","Choral Scholars","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","4a20370ade9cb512138b2c4997cc1aff","108","Restoration & Repair Fund","$60.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","8d7b9257cb04bb0e0bf435ed3dc1f6e6","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","d3d684b34f9fee0f144450f001c0aece","1","General Pledge","$660.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","d3d684b34f9fee0f144450f001c0aece","28","Soup Kitchen","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","837e619e13cd826a3dfe507408d7edc2","1","General Pledge","$1,100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","b8ea37aa1ac3174e4621e637ddf24350","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","981602b81bce42e31b6f1e1a806ceeb1","1","General Pledge","$125.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","23dcca7d6480b639b8f121083cf5ff23","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f20cc35d1c18ca630e567cc81974bb21","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","cbb0d26467622a5fd63ebade11e520a4","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","9d510901ef2f0d986302ec70ca2abe2b","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","9c4e8938c0c1585dcfc5d6ccfc581ab0","1","General Pledge","$1,200.00","$7,000.00","$7,000.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","9c4e8938c0c1585dcfc5d6ccfc581ab0","94","Choral Scholars","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","627147daeeebe8bfdd75d5d318cb0d11","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","df523c79b997ade3622b8eadd70f091b","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","8247c71fc927adb8b5b4fa9879e8253a","1","General Pledge","$185.00","$7,020.00","$7,020.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","8247c71fc927adb8b5b4fa9879e8253a","23","Altar supplies","$90.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","ba03c383ea0994d525bd7a5ac13cb2d9","94","Choral Scholars","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","16850f30779cf5b5c2f7f8ddabf89c2c","5","Memorial Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f83d732afb7a58346a989758470d1cd1","1","General Pledge","$1,425.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bc58bf58f177280e3a75cdffec1bf9d1","1","General Pledge","$15.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bc58bf58f177280e3a75cdffec1bf9d1","28","Soup Kitchen","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0ad56f4e3c40f71cadf14177e4712263","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f178ae0714684ee8f49238d0eddf0e33","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e2ea1a1e6e2a2b544e17abe1410046ae","1","General Pledge","$4,400.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e2ea1a1e6e2a2b544e17abe1410046ae","10","Easter Offering","$400.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e2ea1a1e6e2a2b544e17abe1410046ae","77","Pass Through","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","872f73890a958104a2308dedc31292fa","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","22f0e86157d99124c9259b00b900758d","28","Soup Kitchen","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","79f53b5d6a631d33dc8c5cc274e054d5","1","General Pledge","$1,200.00","$2,000.00","$2,000.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f30321020693f2ba3e6a00167efa59fe","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","7908466cdf2312a0c947b5c2ef984b40","1","General Pledge","$0.00","$3,300.00","$3,300.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5d5dc2978180459573a84b5ab3b1fb7b","1","General Pledge","$1,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","f601d2d157faf2b9cf52cc58e9d4f5c8","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","af8bdb39062a3559d4ae56271669b39a","1","General Pledge","$0.00","$2,400.00","$2,400.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","af8bdb39062a3559d4ae56271669b39a","11","Christmas Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","af8bdb39062a3559d4ae56271669b39a","13","Easter Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","af8bdb39062a3559d4ae56271669b39a","48","Music","$120.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","c3700dadd06e78f68cec9bb914fcf432","1","General Pledge","$2,525.00","$0.00","$0.00","$75.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","d3293fe8ff552eba40dbb5605178f904","1","General Pledge","$50.00","$900.00","$900.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","381c2160d5e5222beb8fe602465d5080","1","General Pledge","$1,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","381c2160d5e5222beb8fe602465d5080","5","Memorial Fund","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","381c2160d5e5222beb8fe602465d5080","11","Christmas Offering","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","381c2160d5e5222beb8fe602465d5080","17","Rector Disc Fund","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","381c2160d5e5222beb8fe602465d5080","23","Altar supplies","$150.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","656eca8a40e29bb7a39933230e1bf63a","1","General Pledge","$1,775.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","656eca8a40e29bb7a39933230e1bf63a","28","Soup Kitchen","$1,050.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","656eca8a40e29bb7a39933230e1bf63a","48","Music","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6603ce9dcff25ed4431720ca21915fce","1","General Pledge","$0.00","$2,080.00","$2,080.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6603ce9dcff25ed4431720ca21915fce","13","Easter Memorials","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bafb1fe8bc31d3892276e9fd0d3c53e8","1","General Pledge","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e71ae0fdb56f1083903529bdfa9c874c","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","c93b589c5d5f8c1135dc90f621e774e2","1","General Pledge","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5e820169049b9dfba95a92ba9bce8a48","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","1","General Pledge","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","5","Memorial Fund","$100.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","6","Mead Hall","$1,000.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","13","Easter Memorials","$40.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","14","Christmas Memorials","$25.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","17","Rector Disc Fund","$10,000.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0e6105eba7c76845e6f0925aca8149e2","108","Restoration & Repair Fund","$500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","cea5f5b5df9adee069e1fb8ae5025b05","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e3b80e6b9a7c0c13831ca5a95a17bf0e","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","a5b6fa1a8b4c328416332b9a383e4c22","1","General Pledge","$1,000.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","d4f828126c14f31fcc140d4ca8c2c395","5","Memorial Fund","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e5171615884a5ea60f90fceeb8f08015","1","General Pledge","$450.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e5171615884a5ea60f90fceeb8f08015","10","Easter Offering","$30.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","e5171615884a5ea60f90fceeb8f08015","48","Music","$20.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bac7c7fcce7bd12043564767b9a2382a","1","General Pledge","$7,155.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bac7c7fcce7bd12043564767b9a2382a","14","Christmas Memorials","$50.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bac7c7fcce7bd12043564767b9a2382a","108","Restoration & Repair Fund","$1,200.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","bac7c7fcce7bd12043564767b9a2382a","119","Bricks","$150.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","0297bcdcef6702d18ff8852ada109f65","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6c5a427b151c4c3cd4b88fb3fe38e709","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","6a1276cf6dfc81ff82e86b7ca86ddea7","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5cb5cab175a2e977705d96ddf604a345","1","General Pledge","$7,500.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","09941efce3683ecfb8349106ed4c15c3","","","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","745a4cd41c2a2a4427c6dda27a78a47a","1","General Pledge","$800.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","4a5cc8bc8450013e8c11cb13070e92a5","1","General Pledge","$260.00","$780.00","$780.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","5b25c439d4fb40df986e136af7777507","1","General Pledge","$225.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
"REDACTED","963044a5307c3efad3fc437732657798","1","General Pledge","$1,680.00","$0.00","$0.00","$0.00","$0.00","$0.00","REDACTED","2016"
